,loss,cwe_loss,gob_loss,cwe_sparse_categorical_accuracy,gob_accuracy,gob_auc,val_loss,val_cwe_loss,val_gob_loss,val_cwe_sparse_categorical_accuracy,val_gob_accuracy,val_gob_auc
0,0.052973099052906036,1.7832214832305908,0.052973099052906036,0.01726689748466015,0.9911198616027832,0.4538690447807312,0.07858286052942276,1.9826408624649048,0.07858286052942276,0.0,0.990138053894043,0.49153387546539307
1,0.03997187316417694,2.2563459873199463,0.03997187316417694,0.0,0.9945732355117798,0.5477543473243713,0.07466257363557816,2.176628828048706,0.07466257363557816,0.0,0.990138053894043,0.5
2,0.038644250482320786,2.3299825191497803,0.038644250482320786,0.0,0.9945732355117798,0.5529175400733948,0.08586546778678894,2.2813384532928467,0.08586546778678894,0.0,0.990138053894043,0.5
3,0.04082823917269707,2.0379528999328613,0.04082823917269707,0.0,0.9945732355117798,0.5022096037864685,0.07907647639513016,2.0111711025238037,0.07907647639513016,0.0,0.990138053894043,0.5
4,0.040168169885873795,1.9160516262054443,0.040168169885873795,0.0,0.9945732355117798,0.5553075671195984,0.07719546556472778,2.117672920227051,0.07719546556472778,0.0,0.990138053894043,0.5
5,0.041704557836055756,2.1242291927337646,0.041704557836055756,0.0,0.9945732355117798,0.5157377123832703,0.07302418351173401,2.410728693008423,0.07302418351173401,0.0,0.990138053894043,0.5
6,0.040655072778463364,2.0197033882141113,0.040655072778463364,0.0,0.9945732355117798,0.5765918493270874,0.0758575052022934,1.9615411758422852,0.0758575052022934,0.0,0.990138053894043,0.5
7,0.04127207025885582,1.487569808959961,0.04127207025885582,0.0345337949693203,0.9945732355117798,0.5862419605255127,0.07661127299070358,1.0454139709472656,0.07661127299070358,0.0009861933067440987,0.990138053894043,0.5
8,0.040007334202528,0.8938871026039124,0.040007334202528,0.4814997613430023,0.9945732355117798,0.578936755657196,0.07286146283149719,0.6904146075248718,0.07286146283149719,0.7633135914802551,0.990138053894043,0.5
9,0.04144374281167984,1.292739987373352,0.04144374281167984,0.26245683431625366,0.9945732355117798,0.5208784341812134,0.0772671028971672,1.9662336111068726,0.0772671028971672,0.0,0.990138053894043,0.5
