,loss,cwe_loss,gob_loss,cwe_SparseCategoricalAccuracy,gob_accuracy,gob_AUC,val_loss,val_cwe_loss,val_gob_loss,val_cwe_SparseCategoricalAccuracy,val_gob_accuracy,val_gob_AUC
0,8.336857898232367,3.094072103500366,5.233911514282227,0.8380188941955566,0.5591310262680054,0.5651641488075256,1.1662895585976394,0.474813848733902,0.6914755702018738,0.855328381061554,0.5223048329353333,0.5837349891662598
1,1.0996818589750572,0.4110632836818695,0.688433825969696,0.856838583946228,0.589645266532898,0.6150876879692078,1.1179484678249734,0.42359495162963867,0.694353461265564,0.855328381061554,0.5089839100837708,0.5855042934417725
2,1.0796113612483424,0.4000655710697174,0.6794868111610413,0.858852207660675,0.5893742442131042,0.6212623715400696,1.1065948266609043,0.4127941429615021,0.6938007473945618,0.855328381061554,0.5111523866653442,0.5870457887649536
3,1.0715320066743919,0.3981313705444336,0.6732682585716248,0.8576517701148987,0.6018044948577881,0.6352788805961609,1.1011355180366367,0.4109771251678467,0.6901583075523376,0.8547087907791138,0.5325278639793396,0.6147744655609131
4,1.0600616035260528,0.3956943154335022,0.6643804907798767,0.8584262728691101,0.6083488464355469,0.6478609442710876,1.1046122417730444,0.4104090929031372,0.6942031979560852,0.8550186157226562,0.5179677605628967,0.6120363473892212
5,1.053761684392317,0.3961583971977234,0.6575226783752441,0.8579615950584412,0.6210889220237732,0.6647202372550964,1.0849971888112087,0.40613219141960144,0.6788649559020996,0.855328381061554,0.566604733467102,0.6661385297775269
6,1.044376672495992,0.39696332812309265,0.6472981572151184,0.8577679395675659,0.6334804892539978,0.6784225702285767,1.0616448357993482,0.4026728868484497,0.658971905708313,0.8556381464004517,0.6127633452415466,0.6944169402122498
7,1.0320755091150748,0.3938136100769043,0.6381514668464661,0.8576517701148987,0.6399860382080078,0.692268431186676,1.0268676000482895,0.39949166774749756,0.6273759007453918,0.855328381061554,0.6713135242462158,0.7503713369369507
8,1.0199267141881043,0.39231884479522705,0.6275288462638855,0.8581165075302124,0.6574891805648804,0.7119126319885254,1.011444701867945,0.39713025093078613,0.6143144965171814,0.8559479713439941,0.6843246817588806,0.7647174596786499
9,1.000632038790054,0.39029639959335327,0.6104130148887634,0.8590845465660095,0.6735982298851013,0.7338423132896423,1.0040179654663683,0.3944527804851532,0.6095651984214783,0.8574969172477722,0.694547712802887,0.7643314599990845
10,0.9888866850286907,0.38718128204345703,0.6015716791152954,0.8589296936988831,0.6786322593688965,0.744613766670227,0.9854184599483714,0.3947632610797882,0.5906553268432617,0.8578066825866699,0.70972740650177,0.7768129110336304
11,0.9650291313026031,0.3831578493118286,0.5819042921066284,0.8600913882255554,0.6963677406311035,0.7661263942718506,0.9836902443100425,0.39312463998794556,0.59056556224823,0.8571870923042297,0.7174721360206604,0.7830291390419006
12,0.9542594901395701,0.38180965185165405,0.5723265409469604,0.8599364757537842,0.7061648368835449,0.7762051224708557,0.9621447897424885,0.3929135501384735,0.5692312121391296,0.8578066825866699,0.7143742442131042,0.7961808443069458
13,0.9409261694480348,0.3794429898262024,0.5614445805549622,0.8595492839813232,0.7146065831184387,0.7859557867050171,0.9485170338668075,0.3901529610157013,0.5583640336990356,0.8574969172477722,0.7304832935333252,0.806656002998352
14,0.9321978849992433,0.3723141849040985,0.5597131848335266,0.8612918257713318,0.7168912887573242,0.7884035110473633,0.9288094429408803,0.3865814208984375,0.5422280430793762,0.8571870923042297,0.7307930588722229,0.805700421333313
15,0.9170474390853589,0.37042903900146484,0.5466640591621399,0.8630731105804443,0.7260687947273254,0.8001850247383118,0.9340818863289029,0.38366201519966125,0.5504199266433716,0.8578066825866699,0.7332713603973389,0.811235785484314
16,0.912730913623115,0.3692549765110016,0.543319582939148,0.8631118535995483,0.7274240851402283,0.8013001680374146,0.9448174962810442,0.3866352438926697,0.5581822991371155,0.8556381464004517,0.7307930588722229,0.807142436504364
17,0.9051587991554941,0.3641754686832428,0.5408719778060913,0.863886296749115,0.7324194312095642,0.8045740127563477,0.9111578277513093,0.3755754232406616,0.535582423210144,0.8578066825866699,0.7441139817237854,0.8131710290908813
18,0.8998271133819921,0.36409181356430054,0.5356201529502869,0.8633441925048828,0.7358271479606628,0.8099104166030884,0.9214083108247495,0.3803909122943878,0.5410174131393433,0.8571870923042297,0.7376084327697754,0.808251142501831
19,0.8871585118135408,0.3584342896938324,0.5285522937774658,0.8648543953895569,0.7410160899162292,0.8151963949203491,0.9141993803136489,0.3819614350795746,0.5322379469871521,0.8574969172477722,0.7515489459037781,0.825909435749054
20,0.8794646410841629,0.35785454511642456,0.5215749144554138,0.8646994829177856,0.7467085123062134,0.8213608860969543,0.9024475006496205,0.3762686550617218,0.5261788368225098,0.8571870923042297,0.747521698474884,0.825503408908844
21,0.863920235648622,0.35208407044410706,0.5118212699890137,0.8674876093864441,0.7521685361862183,0.829159140586853,0.8835749801467446,0.37355858087539673,0.5100164413452148,0.8584262728691101,0.7571251392364502,0.8334643840789795
22,0.8568519404829656,0.3495563566684723,0.5070271492004395,0.8669067621231079,0.7557698488235474,0.8319678902626038,0.8858983189451928,0.3701985776424408,0.5156998634338379,0.8590458631515503,0.7534076571464539,0.8327007293701172
23,0.8510776326854285,0.3459770977497101,0.504975438117981,0.868416965007782,0.7579383254051208,0.8340925574302673,0.8783022913278318,0.3669266104698181,0.5113756656646729,0.859355628490448,0.7611523866653442,0.834398090839386
24,0.8333049765897654,0.3412100672721863,0.49197810888290405,0.8699659109115601,0.7694005370140076,0.8437215089797974,0.871474846905353,0.3694417178630829,0.5020330548286438,0.8590458631515503,0.7766419053077698,0.8468078970909119
25,0.8275062783795514,0.33935070037841797,0.488002747297287,0.8683782815933228,0.7738925218582153,0.8478941321372986,0.8575226559358484,0.36450743675231934,0.4930150508880615,0.8590458631515503,0.7738537788391113,0.8495936989784241
26,0.813399812102761,0.33567672967910767,0.47748687863349915,0.870430588722229,0.780785322189331,0.8542818427085876,0.8588245978542403,0.36095309257507324,0.4978715479373932,0.8596654534339905,0.774163544178009,0.8461934328079224
27,0.8021079880154266,0.33198997378349304,0.4699063003063202,0.8702369928359985,0.7846576571464539,0.8600277304649353,0.8351774671498466,0.35986772179603577,0.4753097891807556,0.8587360382080078,0.7862453460693359,0.8602170348167419
28,0.7892870296628354,0.3268702030181885,0.46219730377197266,0.8751549124717712,0.788297712802887,0.8640467524528503,0.8307650556751326,0.35783684253692627,0.47292810678482056,0.8602849841117859,0.7936803102493286,0.8626129031181335
29,0.7828852698262296,0.3255208134651184,0.45710018277168274,0.8740706443786621,0.7972816228866577,0.8675709366798401,0.830610053212035,0.3572324216365814,0.47337761521339417,0.8605948090553284,0.7933704853057861,0.8639429211616516
30,0.7731044214897439,0.31980180740356445,0.4531615972518921,0.8776719570159912,0.7995662689208984,0.87148517370224,0.8183372605080698,0.35089951753616333,0.46743762493133545,0.861833930015564,0.7939900755882263,0.866320788860321
31,0.7631272486742249,0.3205120861530304,0.44252651929855347,0.875,0.8053361177444458,0.8769721984863281,0.8084424219879449,0.34941473603248596,0.45902764797210693,0.8624535202980042,0.8004956841468811,0.8718722462654114
32,0.7516052135747605,0.3133334815502167,0.4380333125591278,0.8776719570159912,0.8066139817237854,0.8796988129615784,0.8088406990556156,0.3513634204864502,0.45747730135917664,0.8646220564842224,0.8045229315757751,0.8713448643684387
33,0.7454819973221203,0.3144512176513672,0.4308291971683502,0.8761616945266724,0.8131195902824402,0.8845632672309875,0.8125566022068846,0.3503206968307495,0.4622359573841095,0.8627633452415466,0.7980173230171204,0.8677263259887695
