,loss,cwe_loss,gob_loss,cwe_sparse_categorical_accuracy,gob_accuracy,gob_auc,val_loss,val_cwe_loss,val_gob_loss,val_cwe_sparse_categorical_accuracy,val_gob_accuracy,val_gob_auc
0,0.6933218240737915,0.6926182508468628,0.6933218240737915,0.5083885788917542,0.5501365661621094,0.47944217920303345,0.6866779923439026,0.6923061013221741,0.6866779923439026,0.5625,0.5625,0.5
1,0.6904312968254089,0.6918163299560547,0.6904312968254089,0.5454545617103577,0.5583300590515137,0.5017290711402893,0.6886396408081055,0.6948341131210327,0.6886396408081055,0.4375,0.5625,0.4943055510520935
2,0.6912596821784973,0.6937680244445801,0.6912596821784973,0.5119001269340515,0.5555989146232605,0.4960898160934448,0.6858924627304077,0.6922765970230103,0.6858924627304077,0.5625,0.5625,0.5
3,0.6892622709274292,0.6928759813308716,0.6892622709274292,0.5403823852539062,0.557939887046814,0.48937535285949707,0.6853384971618652,0.693585991859436,0.6853384971618652,0.4593749940395355,0.5625,0.5150793790817261
4,0.6896803975105286,0.6929262280464172,0.6896803975105286,0.5349200367927551,0.5548185706138611,0.49678748846054077,0.685969352722168,0.6920738220214844,0.685969352722168,0.574999988079071,0.5625,0.49992066621780396
5,0.6886199712753296,0.6934210062026978,0.6886199712753296,0.502926230430603,0.5602809190750122,0.5140202641487122,0.6841935515403748,0.6938532590866089,0.6841935515403748,0.5,0.565625011920929,0.5059722065925598
6,0.68178391456604,0.6841651797294617,0.68178391456604,0.5622317790985107,0.574717104434967,0.570485532283783,0.6895052790641785,0.704483687877655,0.6895052790641785,0.45625001192092896,0.5562499761581421,0.5129762291908264
7,0.6713898777961731,0.6695290803909302,0.6713898777961731,0.5914943218231201,0.5879828333854675,0.6044073700904846,0.6853964924812317,0.6884266138076782,0.6853964924812317,0.534375011920929,0.5625,0.5220833420753479
8,0.6649729013442993,0.6723899841308594,0.6649729013442993,0.5918844938278198,0.6067109107971191,0.6256232857704163,0.7178006768226624,0.6883153915405273,0.7178006768226624,0.53125,0.515625,0.5104166865348816
9,0.645474374294281,0.6704277992248535,0.645474374294281,0.573156476020813,0.6367537975311279,0.665805995464325,0.7363420724868774,0.6885793805122375,0.7363420724868774,0.5562499761581421,0.550000011920929,0.5113690495491028
10,0.6301530003547668,0.701691746711731,0.6301530003547668,0.5185329914093018,0.653531014919281,0.6893323659896851,0.886089026927948,0.6946236491203308,0.886089026927948,0.5062500238418579,0.4781250059604645,0.5140277743339539
11,0.6177234053611755,0.7253639698028564,0.6177234053611755,0.41201716661453247,0.6554818749427795,0.706049382686615,0.711356520652771,0.7368037700653076,0.711356520652771,0.43437498807907104,0.5093749761581421,0.4983333349227905
12,0.5962374806404114,0.6656753420829773,0.5962374806404114,0.5914943218231201,0.6870854496955872,0.7403445243835449,0.8055984377861023,0.6925090551376343,0.8055984377861023,0.512499988079071,0.48750001192092896,0.4990674555301666
13,0.5821475386619568,0.6215804815292358,0.5821475386619568,0.6652360558509827,0.69722980260849,0.7537042498588562,0.8131516575813293,0.709365963935852,0.8131516575813293,0.5249999761581421,0.528124988079071,0.5042658448219299
14,0.5621907114982605,0.578478991985321,0.5621907114982605,0.7104955315589905,0.7206398844718933,0.7766316533088684,0.8757138252258301,0.822358250617981,0.8757138252258301,0.47187501192092896,0.4937500059604645,0.5090872645378113
15,0.5416820645332336,0.5542022585868835,0.5416820645332336,0.7276629209518433,0.7362465858459473,0.797608494758606,0.8048820495605469,0.7672057151794434,0.8048820495605469,0.5406249761581421,0.534375011920929,0.5088492035865784
16,0.5179760456085205,0.5303094387054443,0.5179760456085205,0.7467811107635498,0.7424892783164978,0.8172809481620789,0.8327876329421997,0.7471461892127991,0.8327876329421997,0.5249999761581421,0.534375011920929,0.5111507773399353
