,loss,cwe_loss,gob_loss,cwe_SparseCategoricalAccuracy,gob_accuracy,gob_AUC,val_loss,val_cwe_loss,val_gob_loss,val_cwe_SparseCategoricalAccuracy,val_gob_accuracy,val_gob_AUC
23,0.28828171792969826,0.026893893256783485,0.26138776540756226,0.991403341293335,0.8540892004966736,0.9512541890144348,0.34963615388232094,0.035937633365392685,0.3138456642627716,0.9894671440124512,0.8249689936637878,0.9351416230201721
24,0.27678883319450576,0.024707697331905365,0.25208112597465515,0.9915195107460022,0.8576905131340027,0.9545215964317322,0.46138851305809164,0.03994642570614815,0.4202054738998413,0.9879181981086731,0.8029739856719971,0.9176304936408997
25,0.2700402723923049,0.023005135357379913,0.24703508615493774,0.9923326969146729,0.8615241646766663,0.9560823440551758,0.3171371790999373,0.030340449884533882,0.28661566972732544,0.9910160899162292,0.8447955250740051,0.9430513381958008
26,0.259376890486501,0.021432699635624886,0.23794417083263397,0.9926812052726746,0.8640412092208862,0.9587514400482178,0.3299522495181144,0.033523328602313995,0.2963659465312958,0.9897769689559937,0.8506815433502197,0.9464167356491089
27,0.25470981500405804,0.021867331117391586,0.23284251987934113,0.9924876093864441,0.8691139817237854,0.9608220458030701,0.3067947770139985,0.02515299804508686,0.2819025218486786,0.9913259148597717,0.8503717184066772,0.9478858113288879
28,0.24984224711208983,0.020747659727931023,0.22909463942050934,0.9932233691215515,0.8706242442131042,0.9613653421401978,0.3084485382949553,0.02538657747209072,0.28206995129585266,0.9907063245773315,0.8472738265991211,0.9447648525238037
29,0.24140338718780355,0.019084013998508453,0.2223193645477295,0.9936880469322205,0.8717471957206726,0.9633232355117798,0.31232605475696934,0.02573378197848797,0.28539812564849854,0.9919455051422119,0.845724880695343,0.9488970637321472
0,0.8175176414060134,0.16029083728790283,0.6564099192619324,0.9480459094047546,0.590764582157135,0.6309071183204651,0.6465782833099365,0.08214645087718964,0.5644317865371704,0.9740625023841858,0.682812511920929,0.7700420022010803
1,0.6213389459482785,0.07964915782213211,0.5401562452316284,0.9734413623809814,0.7075837254524231,0.7813518643379211,0.5798163396120072,0.07532217353582382,0.5044941306114197,0.9740625023841858,0.7331249713897705,0.8201762437820435
2,0.5511909313943493,0.064821757376194,0.48576226830482483,0.9763104915618896,0.7405397295951843,0.825337827205658,0.5257582175731659,0.05155695602297783,0.4742012023925781,0.9790624976158142,0.7421875,0.8420059084892273
3,0.502845098331711,0.04852033779025078,0.453734815120697,0.9796836376190186,0.7563197612762451,0.8508877754211426,0.4649356782436371,0.03895552456378937,0.4259801506996155,0.9828125238418579,0.7653124928474426,0.8682003021240234
4,0.44771927227889086,0.03876646235585213,0.40821346640586853,0.9841423630714417,0.7756668925285339,0.8795961737632751,0.4074922090768814,0.02983476221561432,0.3776574432849884,0.9862499833106995,0.7925000190734863,0.9015640020370483
5,0.38104668884944837,0.029934540390968323,0.34942570328712463,0.988484799861908,0.8088942170143127,0.9136082530021667,0.341115340590477,0.021152930334210396,0.31996241211891174,0.9925000071525574,0.8212500214576721,0.9284655451774597
6,0.31860973963995054,0.02598429098725319,0.29088225960731506,0.9905784726142883,0.8427031636238098,0.9395870566368103,0.2930451473593712,0.016310889273881912,0.27673429250717163,0.9946874976158142,0.846875011920929,0.9460911750793457
7,0.28904758729740887,0.02136642299592495,0.26557961106300354,0.9927496910095215,0.858211874961853,0.9498956203460693,0.26841527223587036,0.01566767320036888,0.2527475655078888,0.9946874976158142,0.8584374785423279,0.9555533528327942
8,0.2637071736615863,0.018676990643143654,0.24331961572170258,0.9936414361000061,0.8729063272476196,0.9588134288787842,0.26726592898368834,0.012757381424307823,0.2545085549354553,0.9946874976158142,0.8603125214576721,0.9583762884140015
9,0.23887840379941822,0.01455564983189106,0.2223544865846634,0.9949209094047546,0.8826380372047424,0.965272843837738,0.2578152796626091,0.013623598963022232,0.2441917061805725,0.9946874976158142,0.8690624833106995,0.9616909623146057
10,0.2223738006556866,0.013054614886641502,0.20654618740081787,0.9957351088523865,0.8911678194999695,0.9699723720550537,0.2321122744679451,0.011591417714953423,0.22052083909511566,0.9959375262260437,0.8799999952316284,0.9670498967170715
11,0.2118682140855251,0.013696854934096336,0.1955394297838211,0.9959677457809448,0.8953939080238342,0.9729585647583008,0.23001158326864243,0.010488651692867279,0.21952293813228607,0.9971874952316284,0.8865625262260437,0.9686435461044312
12,0.20058240097677066,0.011487901210784912,0.18698850274085999,0.9963554739952087,0.9005118012428284,0.9751341938972473,0.22700296387076377,0.013220181688666344,0.21378278732299805,0.9959375262260437,0.8868749737739563,0.9706756472587585
13,0.19121091626911432,0.011488460004329681,0.17752186954021454,0.9962391257286072,0.9030319452285767,0.977064311504364,0.2491531889140606,0.010535657405853271,0.23861753940582275,0.9962499737739563,0.8912500143051147,0.966239333152771
14,0.1843525976446679,0.010185951367020607,0.17203079164028168,0.997053325176239,0.9056684374809265,0.9785029292106628,0.26235391199588776,0.012151498347520828,0.25020235776901245,0.9950000047683716,0.8871874809265137,0.9643815159797668
15,0.17654986592215297,0.009112733416259289,0.16525597870349884,0.9972472190856934,0.9071805477142334,0.9796181321144104,0.2294060082733631,0.014968931674957275,0.2144370973110199,0.9950000047683716,0.8868749737739563,0.9683949947357178
16,0.173610247381316,0.009146519005298615,0.16196419298648834,0.9972084164619446,0.9101659655570984,0.9800816774368286,0.22150470316410065,0.014555446803569794,0.20694924890995026,0.9950000047683716,0.8962500095367432,0.9721397757530212
17,0.17001808015339032,0.009496215730905533,0.1582479476928711,0.9975185990333557,0.9115229249000549,0.9813624620437622,0.2241282893717289,0.006313391961157322,0.21781496703624725,0.9975000023841858,0.9009374976158142,0.9714247584342957
18,0.1659333570274049,0.009148884564638138,0.15448097884655,0.9969370365142822,0.9124147295951843,0.9821934103965759,0.2702928164601326,0.009854692965745926,0.26043808460235596,0.9962499737739563,0.8881250023841858,0.9632003903388977
19,0.16007665409262886,0.007817561738193035,0.15073572099208832,0.9976736903190613,0.912182092666626,0.9826074242591858,0.23512683436274529,0.014230064116418362,0.22089678049087524,0.9965624809265137,0.8943750262260437,0.9681377410888672
20,0.16067913215798343,0.00840072613209486,0.1500532180070877,0.9974798560142517,0.9141594171524048,0.9825604557991028,0.2434799073636532,0.010409071110188961,0.23307085037231445,0.9959375262260437,0.8990625143051147,0.9681438207626343
