,loss,cwe_loss,gob_loss,cwe_sparse_categorical_accuracy,gob_accuracy,gob_auc,val_loss,val_cwe_loss,val_gob_loss,val_cwe_sparse_categorical_accuracy,val_gob_accuracy,val_gob_auc
0,0.6935328841209412,0.6914982199668884,0.6935328841209412,0.5531640648841858,0.5564228892326355,0.5005978941917419,0.685828447341919,0.6885226368904114,0.685828447341919,0.5603395700454712,0.5603395700454712,0.5121869444847107
1,0.6909395456314087,0.693398654460907,0.6909395456314087,0.5470253825187683,0.5574839115142822,0.49553292989730835,0.6867860555648804,0.6867818832397461,0.6867860555648804,0.5603395700454712,0.5603395700454712,0.5214472413063049
2,0.689369261264801,0.7142725586891174,0.689369261264801,0.5199697017669678,0.5550587177276611,0.5114462971687317,0.6870616674423218,0.6951761245727539,0.6870616674423218,0.5603395700454712,0.5603395700454712,0.49944475293159485
3,0.6886560916900635,0.7289544343948364,0.6886560916900635,0.5551345348358154,0.5521030426025391,0.5006024241447449,0.6860007047653198,0.7433090209960938,0.6860007047653198,0.5603395700454712,0.5603395700454712,0.48859450221061707
4,0.6881090402603149,0.7719987630844116,0.6881090402603149,0.5580902099609375,0.5573323369026184,0.49084195494651794,0.688924252986908,0.8133333325386047,0.688924252986908,0.5506367683410645,0.5603395700454712,0.4879399836063385
5,0.687987208366394,0.837062656879425,0.687987208366394,0.5599848628044128,0.5579386353492737,0.4938465356826782,0.6864102482795715,0.9277889132499695,0.6864102482795715,0.5603395700454712,0.5603395700454712,0.4968070089817047
6,0.6878101229667664,0.9173442721366882,0.6878101229667664,0.559833288192749,0.5588480234146118,0.4884496331214905,0.6869737505912781,0.8108354806900024,0.6869737505912781,0.5603395700454712,0.5603395700454712,0.4976615905761719
7,0.6874465942382812,0.8462815284729004,0.6874465942382812,0.5599090456962585,0.5591511726379395,0.5017711520195007,0.6864638924598694,0.7573655247688293,0.6864638924598694,0.5603395700454712,0.5603395700454712,0.49782130122184753
8,0.6874902248382568,0.7597689032554626,0.6874902248382568,0.5571049451828003,0.5589995980262756,0.5000583529472351,0.6875168085098267,0.6889396905899048,0.6875168085098267,0.5603395700454712,0.5603395700454712,0.49881625175476074
9,0.6873136162757874,0.7074589729309082,0.6873136162757874,0.5596058964729309,0.5599090456962585,0.4975525140762329,0.6860501766204834,0.7046055197715759,0.6860501766204834,0.5603395700454712,0.5603395700454712,0.49936261773109436
10,0.68699711561203,0.7143195867538452,0.68699711561203,0.5599848628044128,0.5585448741912842,0.4989457130432129,0.6862835884094238,0.7202796936035156,0.6862835884094238,0.5603395700454712,0.5603395700454712,0.500637412071228
11,0.6864585280418396,0.724335253238678,0.6864585280418396,0.5596058964729309,0.5582417845726013,0.5058698654174805,0.6879172325134277,0.7144026756286621,0.6879172325134277,0.5603395700454712,0.5603395700454712,0.500637412071228
12,0.6867115497589111,0.7121535539627075,0.6867115497589111,0.5592269897460938,0.559833288192749,0.49744048714637756,0.6879647970199585,0.7079367637634277,0.6879647970199585,0.5603395700454712,0.5603395700454712,0.49936261773109436
13,0.6864471435546875,0.7060351371765137,0.6864471435546875,0.5591511726379395,0.5589995980262756,0.505160927772522,0.6868197917938232,0.6964796781539917,0.6868197917938232,0.5603395700454712,0.5506367683410645,0.49936261773109436
14,0.6862795948982239,0.7075643539428711,0.6862795948982239,0.5599848628044128,0.5605911612510681,0.5054514408111572,0.6868969798088074,0.7173570990562439,0.6868969798088074,0.5603395700454712,0.5506367683410645,0.49936261773109436
15,0.6866319179534912,0.7269487380981445,0.6866319179534912,0.5599848628044128,0.5580902099609375,0.497324138879776,0.6863851547241211,0.7211037874221802,0.6863851547241211,0.5603395700454712,0.5603395700454712,0.500637412071228
16,0.6868257522583008,0.7590217590332031,0.6868257522583008,0.5599848628044128,0.5595301389694214,0.49879172444343567,0.6864025592803955,0.7052803039550781,0.6864025592803955,0.5603395700454712,0.5603395700454712,0.49936261773109436
17,0.6870335340499878,0.9333398342132568,0.6870335340499878,0.5599090456962585,0.5587722659111023,0.49872490763664246,0.6876501441001892,0.8936188220977783,0.6876501441001892,0.5603395700454712,0.5603395700454712,0.4925787150859833
